File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
GCA_032361265.1_ASM3236126v1_genomic.fna	10:18:20.147922	498.33	942.13	894.86	1575647
