File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
protein.faa	0:03:51.558093	7.69	18.39	18.01	23859
