File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
GCA_032361265.1_ASM3236126v1_genomic.fa	9:40:09.621853	498.33	942.13	894.86	1575647
