File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
cds_from_genomic.fna	0:00:37.746222	1.94	3.23	2.85	2855
