File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
uniprotkb_proteome_UP000254069_2024_06_02.fasta	0:00:26.181917	2.06	1.96	1.74	4337
