File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
Aofficinalis_498_Aspof.V1.fa	5:00:20.060420	2.87	1207.57	1207.56	11799
