File Name	Processing Time (Hours: Minutes: Seconds)	Memory (peak size of memory blocks traced in MB)	Starting File Size (MB)	Ending File Size (MB)	Number of sequences cleaned
S_fusiforme.AssembleGenome.fasta	1:18:09.046086	1.85	399.46	399.45	6750
